CustomerID,Customer Category,Affiliation Date,Conversion Date
281192,Regular,6/20/2018,6/23/2018
228598,Regular,6/20/2018,6/21/2018
181103,Regular,6/20/2018,6/27/2018
183313,Regular,6/20/2018,6/23/2018
277787,Regular,6/21/2018,12/23/2018
278673,Regular,6/21/2018,7/20/2018
278899,Regular,6/21/2018,7/13/2018
241874,Regular,6/21/2018,7/5/2018
277740,Regular,6/22/2018,6/22/2018
281624,Key,6/22/2018,6/24/2018
277577,Regular,6/25/2018,7/12/2018
105510,Regular,6/25/2018,9/14/2018
279435,Regular,6/25/2018,6/26/2018
180050,Regular,6/26/2018,7/5/2018
278917,Regular,6/26/2018,9/12/2018
186113,Regular,6/26/2018,7/5/2018
278658,Key,6/26/2018,6/29/2018
353558,Regular,6/26/2018,8/22/2018
281012,Regular,6/26/2018,6/28/2018
280621,Key,6/26/2018,7/2/2018
105432,Regular,6/27/2018,7/6/2018
277396,Regular,6/27/2018,7/16/2018
279053,Regular,6/27/2018,7/12/2018
353564,Regular,6/27/2018,7/10/2018
179742,Regular,6/27/2018,11/27/2018
182691,Regular,6/27/2018,6/28/2018
180547,Regular,6/27/2018,11/20/2018
185575,Regular,6/27/2018,6/28/2018
242974,Regular,6/27/2018,7/12/2018
182225,Regular,6/28/2018,6/29/2018
278866,Regular,6/28/2018,6/29/2018
278781,Regular,6/28/2018,7/2/2018
187078,Regular,6/28/2018,7/6/2018
180085,Regular,6/28/2018,8/4/2018
185013,Regular,6/29/2018,9/10/2018
183368,Regular,6/29/2018,7/2/2018
278672,Regular,7/2/2018,12/22/2018
278652,Regular,7/3/2018,7/5/2018
278666,Regular,7/3/2018,7/10/2018
278765,Regular,7/3/2018,7/13/2018
278134,Regular,7/3/2018,7/18/2018
341216,Regular,7/3/2018,7/12/2018
181421,Regular,7/3/2018,7/17/2018
242741,Regular,7/4/2018,7/4/2018
279321,Regular,7/4/2018,10/19/2018
279336,Regular,7/4/2018,7/5/2018
279361,Regular,7/4/2018,7/12/2018
280794,Regular,7/4/2018,7/6/2018
100827,Regular,7/5/2018,7/7/2018
279519,Regular,7/5/2018,7/11/2018
278801,Regular,7/5/2018,8/16/2018
280921,Regular,7/5/2018,7/6/2018
241039,Regular,7/6/2018,7/13/2018
279181,Regular,7/6/2018,8/14/2018
180742,Regular,7/7/2018,7/25/2018
278439,Regular,7/7/2018,7/16/2018
183118,Key,7/7/2018,7/7/2018
280991,Regular,7/10/2018,8/7/2018
279550,Regular,7/11/2018,7/18/2018
183946,Regular,7/11/2018,8/2/2018
243900,Regular,7/11/2018,8/10/2018
243874,Regular,7/12/2018,7/12/2018
182802,Regular,7/12/2018,7/13/2018
279216,Regular,7/13/2018,7/27/2018
278991,Regular,7/13/2018,8/8/2018
179427,Regular,7/13/2018,7/14/2018
184577,Regular,7/13/2018,7/13/2018
185064,Regular,7/13/2018,7/14/2018
187577,Regular,7/16/2018,8/22/2018
279006,Regular,7/16/2018,9/11/2018
279222,Regular,7/16/2018,7/24/2018
243993,Regular,7/17/2018,7/21/2018
278712,Regular,7/17/2018,1/30/2019
242986,Regular,7/17/2018,7/25/2018
278566,Regular,7/17/2018,7/18/2018
281143,Regular,7/17/2018,4/17/2019
227595,Regular,7/18/2018,12/15/2018
277287,Regular,7/18/2018,7/26/2018
278820,Regular,7/19/2018,11/1/2018
279487,Regular,7/19/2018,7/20/2018
238960,Regular,7/19/2018,9/6/2018
277236,Regular,7/19/2018,12/7/2018
279480,Key,7/19/2018,8/10/2018
183445,Regular,7/20/2018,7/27/2018
279091,Regular,7/20/2018,7/21/2018
354042,Regular,7/20/2018,8/22/2018
278644,Regular,7/20/2018,7/21/2018
277911,Regular,7/21/2018,7/23/2018
278267,Regular,7/21/2018,7/23/2018
277745,Regular,7/23/2018,7/30/2018
278726,Regular,7/23/2018,7/24/2018
279693,Regular,7/23/2018,7/24/2018
278295,Regular,7/23/2018,8/13/2018
278581,Regular,7/23/2018,7/24/2018
354063,Regular,7/23/2018,7/25/2018
183258,Regular,7/24/2018,7/28/2018
184260,Regular,7/24/2018,7/28/2018
278106,Regular,7/24/2018,7/30/2018
278839,Regular,7/25/2018,8/2/2018
184562,Regular,7/25/2018,7/26/2018
183057,Regular,7/25/2018,7/26/2018
277575,Regular,7/26/2018,7/26/2018
184877,Regular,7/26/2018,8/11/2018
278796,Regular,7/26/2018,8/10/2018
228444,Regular,7/26/2018,9/14/2018
278756,Regular,7/26/2018,8/10/2018
279161,Regular,7/26/2018,8/3/2018
227412,Regular,7/26/2018,1/11/2019
185506,Regular,7/27/2018,8/3/2018
278055,Regular,7/27/2018,9/8/2018
279126,Regular,7/27/2018,12/15/2018
180163,Regular,7/27/2018,7/31/2018
278170,Regular,7/27/2018,7/30/2018
279013,Regular,7/28/2018,9/15/2018
277641,Regular,7/28/2018,9/10/2018
279065,Regular,7/30/2018,7/30/2018
279366,Regular,7/30/2018,7/30/2018
277818,Regular,7/30/2018,11/27/2018
181455,Regular,7/30/2018,8/21/2018
354092,Regular,7/30/2018,8/1/2018
354060,Regular,7/31/2018,8/3/2018
354079,Regular,7/31/2018,8/9/2018
278113,Regular,7/31/2018,8/2/2018
279461,Regular,8/1/2018,8/1/2018
183959,Regular,8/1/2018,8/6/2018
239502,Regular,8/1/2018,8/7/2018
278903,Regular,8/1/2018,8/9/2018
354089,Regular,8/1/2018,8/24/2018
187398,Regular,8/1/2018,8/9/2018
277947,Regular,8/2/2018,8/16/2018
280946,Regular,8/2/2018,8/3/2018
184460,Regular,8/2/2018,8/3/2018
238933,Regular,8/2/2018,9/20/2018
277239,Regular,8/2/2018,8/3/2018
182528,Regular,8/2/2018,8/8/2018
277559,Regular,8/2/2018,9/1/2018
185466,Regular,8/3/2018,8/4/2018
277336,Regular,8/3/2018,8/4/2018
280354,Regular,8/3/2018,5/28/2019
184512,Regular,8/4/2018,8/25/2018
179041,Regular,8/4/2018,8/10/2018
179464,Regular,8/4/2018,8/7/2018
279408,Regular,8/6/2018,8/23/2018
179595,Regular,8/8/2018,11/15/2018
279482,Regular,8/8/2018,12/13/2018
279387,Regular,8/8/2018,8/9/2018
279401,Regular,8/8/2018,8/16/2018
182578,Regular,8/8/2018,8/9/2018
279479,Regular,8/8/2018,9/27/2018
281531,Regular,8/9/2018,8/10/2018
185419,Regular,8/9/2018,8/11/2018
227285,Regular,8/9/2018,9/7/2018
277334,Regular,8/10/2018,8/11/2018
181634,Regular,8/10/2018,8/17/2018
184400,Regular,8/10/2018,8/13/2018
241920,Regular,8/13/2018,8/30/2018
279210,Regular,8/13/2018,8/24/2018
183915,Regular,8/13/2018,8/18/2018
354123,Regular,8/13/2018,8/16/2018
185254,Regular,8/14/2018,9/11/2018
277611,Regular,8/14/2018,8/20/2018
278073,Regular,8/14/2018,8/15/2018
279726,Regular,8/14/2018,9/7/2018
277493,Key,8/14/2018,8/18/2018
183487,Regular,8/15/2018,9/11/2018
278338,Regular,8/15/2018,8/27/2018
186949,Regular,8/15/2018,8/18/2018
187334,Regular,8/15/2018,8/17/2018
278434,Regular,8/15/2018,8/16/2018
354121,Key,8/16/2018,8/16/2018
185587,Regular,8/16/2018,8/25/2018
277532,Regular,8/16/2018,8/29/2018
181666,Regular,8/16/2018,8/31/2018
354127,Key,8/16/2018,8/22/2018
277977,Regular,8/17/2018,8/18/2018
183438,Regular,8/17/2018,8/24/2018
187612,Regular,8/17/2018,8/24/2018
278025,Regular,8/18/2018,8/23/2018
279523,Regular,8/18/2018,9/3/2018
354141,Regular,8/20/2018,8/22/2018
99701,Regular,8/20/2018,2/2/2019
182298,Regular,8/20/2018,8/27/2018
278207,Regular,8/21/2018,8/22/2018
354153,Regular,8/21/2018,9/12/2018
279110,Regular,8/21/2018,8/25/2018
278511,Regular,8/22/2018,8/24/2018
354147,Regular,8/22/2018,8/30/2018
278348,Regular,8/23/2018,10/5/2018
279208,Regular,8/23/2018,8/27/2018
242052,Regular,8/23/2018,8/24/2018
279037,Regular,8/23/2018,8/25/2018
182242,Regular,8/23/2018,8/25/2018
278069,Key,8/24/2018,8/29/2018
241415,Regular,8/25/2018,8/30/2018
278221,Regular,8/25/2018,9/17/2018
281622,Regular,8/27/2018,9/14/2018
240759,Regular,8/27/2018,8/28/2018
277695,Regular,8/27/2018,8/28/2018
105088,Regular,8/27/2018,9/13/2018
354161,Regular,8/27/2018,9/22/2018
356847,Regular,8/28/2018,9/5/2018
182769,Regular,8/28/2018,9/3/2018
354167,Regular,8/28/2018,8/31/2018
354176,Regular,8/28/2018,9/10/2018
184188,Regular,8/29/2018,8/29/2018
354067,Key,8/29/2018,9/1/2018
241518,Regular,8/29/2018,5/30/2019
237995,Regular,8/29/2018,9/19/2018
238247,Regular,9/1/2018,9/1/2018
277840,Regular,9/1/2018,9/6/2018
242854,Regular,9/1/2018,9/3/2018
277711,Regular,9/1/2018,7/10/2019
189008,Regular,9/1/2018,2/15/2019
279770,Regular,9/3/2018,9/4/2018
241982,Regular,9/5/2018,9/12/2018
239295,Regular,9/5/2018,9/12/2018
290416,Regular,9/5/2018,9/13/2018
188731,Regular,9/5/2018,9/15/2018
278974,Regular,9/5/2018,9/6/2018
279171,Key,9/5/2018,9/6/2018
241822,Regular,9/5/2018,9/20/2018
279070,Regular,9/5/2018,9/6/2018
355259,Regular,9/5/2018,4/30/2019
354169,Regular,9/6/2018,9/8/2018
104435,Regular,9/6/2018,9/7/2018
180476,Key,9/6/2018,9/7/2018
355756,Regular,9/6/2018,1/29/2019
184820,Regular,9/7/2018,12/20/2018
353522,Regular,9/7/2018,9/10/2018
279154,Regular,9/7/2018,9/8/2018
356884,Regular,9/7/2018,9/8/2018
278840,Regular,9/7/2018,9/8/2018
184831,Regular,9/8/2018,9/20/2018
279552,Regular,9/8/2018,9/12/2018
356881,Regular,9/8/2018,9/11/2018
356883,Regular,9/8/2018,9/11/2018
356574,Regular,9/10/2018,11/20/2018
278663,Key,9/10/2018,9/13/2018
183763,Regular,9/10/2018,10/27/2018
370946,Regular,9/10/2018,9/12/2018
356713,Regular,9/10/2018,2/28/2019
371774,Regular,9/11/2018,9/12/2018
355948,Regular,9/11/2018,10/8/2018
228127,Regular,9/11/2018,9/13/2018
363286,Regular,9/12/2018,9/20/2018
371764,Regular,9/12/2018,9/14/2018
369948,Regular,9/13/2018,9/14/2018
370065,Regular,9/13/2018,9/14/2018
366459,Regular,9/14/2018,9/29/2018
360200,Regular,9/14/2018,9/15/2018
278062,Regular,9/14/2018,9/14/2018
368136,Regular,9/14/2018,9/14/2018
185612,Regular,9/14/2018,9/15/2018
228067,Regular,9/14/2018,9/15/2018
362632,Regular,9/17/2018,9/19/2018
181177,Regular,9/18/2018,9/19/2018
272186,Regular,9/19/2018,9/20/2018
354314,Regular,9/19/2018,10/24/2018
238888,Regular,9/19/2018,9/26/2018
354719,Regular,9/19/2018,10/23/2018
356689,Key,9/19/2018,3/27/2019
353530,Regular,9/20/2018,9/21/2018
366565,Regular,9/20/2018,9/21/2018
238580,Regular,9/20/2018,9/21/2018
363381,Regular,9/20/2018,9/21/2018
362372,Regular,9/20/2018,9/21/2018
355275,Regular,9/21/2018,10/6/2018
184132,Regular,9/21/2018,9/24/2018
359917,Regular,9/21/2018,9/22/2018
185967,Key,9/21/2018,9/25/2018
364653,Regular,9/22/2018,9/22/2018
238524,Regular,9/24/2018,9/24/2018
238172,Key,9/24/2018,9/26/2018
242182,Key,9/25/2018,9/28/2018
366577,Regular,9/25/2018,9/26/2018
180509,Regular,9/25/2018,9/26/2018
182305,Key,9/25/2018,10/1/2018
278247,Key,9/25/2018,12/28/2018
239770,Regular,9/26/2018,9/29/2018
357466,Regular,9/26/2018,9/27/2018
242135,Regular,9/26/2018,9/27/2018
181444,Regular,9/27/2018,10/3/2018
241348,Key,9/27/2018,9/29/2018
241698,Regular,9/27/2018,9/28/2018
281006,Regular,9/27/2018,9/28/2018
365630,Regular,9/27/2018,9/28/2018
186158,Regular,9/27/2018,9/28/2018
241557,Regular,9/27/2018,11/2/2018
365393,Regular,9/27/2018,9/28/2018
238985,Regular,9/28/2018,10/2/2018
281380,Regular,9/28/2018,10/26/2018
240304,Regular,9/28/2018,9/29/2018
358852,Regular,9/28/2018,9/29/2018
182085,Regular,9/29/2018,10/17/2018
229727,Regular,9/29/2018,10/1/2018
361909,Regular,10/1/2018,10/9/2018
242117,Key,10/1/2018,10/26/2018
279028,Regular,10/2/2018,10/24/2018
240891,Key,10/2/2018,10/31/2018
279116,Regular,10/2/2018,10/3/2018
364255,Regular,10/3/2018,2/28/2019
183079,Regular,10/3/2018,10/4/2018
354047,Regular,10/3/2018,10/9/2018
278353,Key,10/3/2018,11/21/2018
354122,Regular,10/3/2018,10/4/2018
238959,Regular,10/3/2018,10/6/2018
278125,Regular,10/3/2018,12/6/2018
277825,Regular,10/4/2018,10/5/2018
278288,Regular,10/4/2018,10/10/2018
241690,Regular,10/4/2018,10/11/2018
243086,Regular,10/4/2018,10/20/2018
354964,Regular,10/4/2018,12/7/2018
364443,Regular,10/5/2018,10/6/2018
185935,Regular,10/6/2018,10/13/2018
242048,Regular,10/6/2018,12/14/2018
279262,Regular,10/6/2018,10/8/2018
240288,Regular,10/6/2018,2/18/2019
369985,Regular,10/6/2018,10/8/2018
354490,Regular,10/8/2018,10/26/2018
364853,Regular,10/8/2018,10/16/2018
239532,Regular,10/8/2018,11/6/2018
360964,Regular,10/8/2018,10/9/2018
369338,Regular,10/8/2018,10/12/2018
239911,Regular,10/9/2018,1/16/2019
378295,Regular,10/9/2018,10/17/2018
238121,Regular,10/9/2018,10/15/2018
239102,Regular,10/9/2018,10/12/2018
277651,Regular,10/9/2018,10/26/2018
278175,Regular,10/9/2018,10/24/2018
242053,Regular,10/10/2018,10/13/2018
242123,Regular,10/10/2018,10/15/2018
368749,Regular,10/10/2018,10/11/2018
239976,Regular,10/10/2018,10/18/2018
241176,Regular,10/10/2018,10/11/2018
239624,Regular,10/11/2018,10/20/2018
240285,Regular,10/11/2018,10/16/2018
239072,Regular,10/11/2018,11/21/2018
354292,Regular,10/11/2018,4/18/2019
356669,Key,10/11/2018,4/18/2019
238374,Regular,10/12/2018,10/15/2018
279746,Regular,10/12/2018,10/13/2018
180503,Key,10/12/2018,10/18/2018
228034,Regular,10/12/2018,10/15/2018
240129,Regular,10/12/2018,10/22/2018
183460,Regular,10/12/2018,10/22/2018
280218,Regular,10/12/2018,11/1/2018
278847,Regular,10/12/2018,10/19/2018
364531,Regular,10/12/2018,10/15/2018
241987,Regular,10/13/2018,10/15/2018
239347,Regular,10/15/2018,10/17/2018
358191,Regular,10/15/2018,10/15/2018
365505,Regular,10/15/2018,10/16/2018
367955,Regular,10/15/2018,10/18/2018
362026,Regular,10/15/2018,10/16/2018
238958,Regular,10/15/2018,10/23/2018
239059,Regular,10/15/2018,10/27/2018
228688,Regular,10/15/2018,10/16/2018
240935,Regular,10/15/2018,10/25/2018
243233,Regular,10/15/2018,11/13/2018
354782,Regular,10/16/2018,10/17/2018
243005,Regular,10/16/2018,10/17/2018
228130,Regular,10/16/2018,10/24/2018
240927,Regular,10/17/2018,10/30/2018
241898,Key,10/17/2018,10/19/2018
183940,Regular,10/17/2018,10/18/2018
242097,Key,10/17/2018,11/12/2018
280130,Key,10/17/2018,10/19/2018
240081,Regular,10/18/2018,11/3/2018
240216,Regular,10/18/2018,10/30/2018
244146,Regular,10/18/2018,10/19/2018
359195,Regular,10/18/2018,10/19/2018
239331,Regular,10/18/2018,11/6/2018
240242,Regular,10/19/2018,10/30/2018
184198,Regular,10/19/2018,10/23/2018
238416,Key,10/19/2018,10/30/2018
239274,Regular,10/19/2018,11/29/2018
241666,Regular,10/19/2018,10/20/2018
239041,Regular,10/19/2018,10/31/2018
279297,Regular,10/19/2018,10/24/2018
243483,Regular,10/19/2018,10/20/2018
104448,Regular,10/20/2018,10/22/2018
278204,Regular,10/22/2018,10/23/2018
239921,Regular,10/22/2018,11/26/2018
243557,Regular,10/22/2018,10/25/2018
368583,Regular,10/22/2018,10/27/2018
278314,Regular,10/23/2018,10/25/2018
366413,Regular,10/23/2018,10/24/2018
388847,Regular,10/24/2018,10/26/2018
99394,Key,10/24/2018,10/25/2018
368244,Regular,10/24/2018,10/26/2018
239780,Regular,10/24/2018,11/14/2018
241052,Regular,10/24/2018,11/14/2018
242728,Regular,10/24/2018,10/24/2018
186600,Regular,10/24/2018,10/26/2018
182836,Regular,10/24/2018,10/25/2018
363471,Key,10/25/2018,10/26/2018
241320,Regular,10/25/2018,11/7/2018
388844,Regular,10/25/2018,2/6/2019
186054,Regular,10/25/2018,10/26/2018
182654,Key,10/25/2018,7/31/2019
358255,Regular,10/25/2018,10/26/2018
228011,Regular,10/26/2018,11/1/2018
241841,Regular,10/26/2018,10/31/2018
365273,Key,10/26/2018,10/29/2018
242156,Regular,10/29/2018,11/1/2018
278117,Regular,10/29/2018,11/6/2018
360601,Regular,10/29/2018,10/30/2018
388853,Regular,10/29/2018,11/3/2018
187588,Regular,10/30/2018,12/13/2018
241506,Regular,10/30/2018,10/31/2018
244154,Key,10/31/2018,11/1/2018
277496,Regular,11/1/2018,11/1/2018
364886,Regular,11/1/2018,11/1/2018
240739,Regular,11/1/2018,11/8/2018
240703,Regular,11/1/2018,11/5/2018
241437,Regular,11/1/2018,11/6/2018
360172,Regular,11/1/2018,11/2/2018
279197,Regular,11/2/2018,11/2/2018
244137,Regular,11/2/2018,11/3/2018
240658,Regular,11/3/2018,11/6/2018
238469,Regular,11/3/2018,11/7/2018
279322,Regular,11/3/2018,11/5/2018
240722,Regular,11/5/2018,11/14/2018
243701,Regular,11/5/2018,11/6/2018
279592,Regular,11/5/2018,11/6/2018
240310,Regular,11/6/2018,11/9/2018
278608,Key,11/6/2018,11/13/2018
356806,Key,11/6/2018,2/9/2019
362721,Regular,11/6/2018,11/9/2018
396380,Regular,11/6/2018,11/9/2018
239560,Regular,11/7/2018,11/10/2018
365658,Regular,11/7/2018,11/8/2018
356555,Regular,11/8/2018,12/11/2018
358527,Regular,11/8/2018,11/13/2018
242160,Regular,11/9/2018,12/1/2018
179164,Regular,11/9/2018,12/22/2018
356499,Regular,11/9/2018,12/11/2018
278298,Regular,11/9/2018,11/24/2018
354688,Regular,11/12/2018,7/2/2019
240052,Regular,11/12/2018,11/14/2018
241859,Regular,11/12/2018,11/14/2018
361157,Regular,11/12/2018,11/15/2018
397385,Regular,11/12/2018,11/15/2018
229007,Regular,11/13/2018,11/16/2018
280780,Regular,11/13/2018,11/14/2018
370122,Regular,11/13/2018,11/14/2018
238315,Regular,11/13/2018,11/14/2018
240423,Regular,11/14/2018,11/20/2018
227165,Regular,11/14/2018,11/15/2018
356461,Regular,11/14/2018,7/17/2019
358901,Regular,11/14/2018,11/15/2018
241721,Regular,11/16/2018,11/21/2018
238656,Regular,11/16/2018,11/17/2018
241836,Regular,11/16/2018,11/17/2018
242091,Regular,11/16/2018,11/17/2018
238481,Regular,11/16/2018,11/21/2018
364058,Regular,11/17/2018,11/21/2018
371607,Regular,11/17/2018,12/3/2018
279501,Regular,11/19/2018,11/22/2018
364075,Regular,11/19/2018,11/20/2018
181811,Regular,11/20/2018,12/5/2018
277578,Regular,11/20/2018,11/21/2018
240157,Regular,11/20/2018,11/21/2018
228376,Regular,11/20/2018,12/15/2018
402200,Key,11/20/2018,11/22/2018
238400,Regular,11/21/2018,11/23/2018
358865,Regular,11/21/2018,11/29/2018
238555,Regular,11/21/2018,11/22/2018
240478,Regular,11/21/2018,1/17/2019
243680,Regular,11/21/2018,11/22/2018
359425,Key,11/22/2018,11/28/2018
243869,Regular,11/22/2018,11/30/2018
185522,Regular,11/22/2018,11/23/2018
242075,Regular,11/23/2018,11/23/2018
363880,Regular,11/23/2018,12/3/2018
242237,Regular,11/23/2018,11/29/2018
278777,Regular,11/23/2018,11/28/2018
370265,Regular,11/23/2018,11/24/2018
277976,Key,11/23/2018,11/29/2018
371776,Regular,11/26/2018,11/30/2018
279441,Key,11/26/2018,12/23/2018
369835,Regular,11/27/2018,11/28/2018
278737,Regular,11/27/2018,12/5/2018
279689,Regular,11/27/2018,11/28/2018
386730,Regular,11/27/2018,11/28/2018
238742,Regular,11/27/2018,12/1/2018
277405,Regular,11/28/2018,11/29/2018
366653,Regular,11/28/2018,11/28/2018
279159,Regular,11/28/2018,11/29/2018
279563,Regular,11/28/2018,11/30/2018
186774,Regular,11/29/2018,11/30/2018
277298,Key,11/29/2018,11/29/2018
239963,Regular,11/29/2018,12/6/2018
416770,Key,11/29/2018,11/30/2018
187464,Regular,11/29/2018,11/30/2018
184252,Key,11/30/2018,12/11/2018
187611,Key,11/30/2018,11/30/2018
244590,Key,11/30/2018,11/30/2018
369115,Regular,12/1/2018,12/3/2018
244277,Regular,12/1/2018,12/16/2018
279292,Regular,12/1/2018,3/15/2019
278443,Regular,12/1/2018,12/10/2018
362734,Regular,12/1/2018,12/3/2018
104495,Regular,12/3/2018,12/4/2018
364524,Regular,12/3/2018,12/4/2018
367873,Regular,12/3/2018,12/13/2018
368112,Regular,12/3/2018,1/15/2019
369116,Regular,12/3/2018,12/7/2018
244519,Regular,12/4/2018,12/5/2018
183845,Regular,12/5/2018,12/6/2018
239834,Regular,12/5/2018,12/6/2018
241463,Regular,12/5/2018,12/21/2018
241937,Regular,12/5/2018,12/30/2018
279409,Regular,12/5/2018,12/6/2018
179897,Regular,12/6/2018,12/15/2018
357607,Regular,12/6/2018,12/7/2018
238072,Regular,12/6/2018,12/7/2018
360750,Regular,12/6/2018,12/28/2018
370457,Regular,12/6/2018,12/11/2018
185607,Regular,12/6/2018,12/7/2018
278472,Regular,12/6/2018,12/7/2018
278728,Regular,12/6/2018,12/15/2018
372793,Key,12/6/2018,12/21/2018
365990,Regular,12/6/2018,12/7/2018
241473,Key,12/6/2018,12/10/2018
241866,Regular,12/7/2018,12/18/2018
238115,Key,12/7/2018,12/7/2018
238911,Regular,12/7/2018,12/7/2018
416787,Regular,12/7/2018,12/13/2018
244034,Regular,12/7/2018,12/8/2018
179312,Regular,12/7/2018,12/8/2018
180696,Regular,12/8/2018,12/10/2018
243833,Regular,12/8/2018,12/10/2018
356442,Regular,12/10/2018,12/13/2018
238070,Key,12/10/2018,12/15/2018
238513,Key,12/10/2018,12/10/2018
182004,Regular,12/10/2018,12/12/2018
241546,Regular,12/11/2018,12/13/2018
242067,Regular,12/11/2018,12/16/2018
366638,Regular,12/11/2018,12/14/2018
367437,Regular,12/11/2018,12/12/2018
238382,Regular,12/11/2018,12/12/2018
239194,Regular,12/11/2018,12/13/2018
279041,Regular,12/11/2018,12/14/2018
99534,Regular,12/11/2018,12/12/2018
181271,Regular,12/11/2018,7/17/2019
238439,Regular,12/11/2018,12/15/2018
354758,Regular,12/11/2018,1/16/2019
182280,Regular,12/11/2018,12/14/2018
355142,Regular,12/11/2018,7/28/2019
241279,Regular,12/12/2018,12/19/2018
240939,Regular,12/13/2018,12/13/2018
360556,Regular,12/13/2018,12/20/2018
244577,Regular,12/14/2018,12/15/2018
183676,Regular,12/14/2018,12/20/2018
241334,Regular,12/14/2018,12/14/2018
368115,Regular,12/14/2018,12/20/2018
105357,Key,12/14/2018,12/24/2018
330313,Key,12/14/2018,12/19/2018
363214,Regular,12/15/2018,6/29/2019
238170,Regular,12/15/2018,5/21/2019
277775,Regular,12/15/2018,1/23/2019
183507,Regular,12/15/2018,12/16/2018
368193,Regular,12/15/2018,12/21/2018
369441,Regular,12/17/2018,12/18/2018
241251,Regular,12/17/2018,12/18/2018
242074,Regular,12/17/2018,12/18/2018
180663,Regular,12/17/2018,12/21/2018
368610,Regular,12/18/2018,12/18/2018
104893,Key,12/18/2018,12/23/2018
184298,Regular,12/18/2018,12/21/2018
364378,Regular,12/18/2018,12/22/2018
240607,Regular,12/19/2018,1/2/2019
239697,Regular,12/20/2018,12/21/2018
240425,Regular,12/20/2018,12/31/2018
241245,Regular,12/21/2018,12/21/2018
238042,Regular,12/22/2018,12/22/2018
277399,Regular,12/24/2018,1/9/2019
365735,Regular,12/24/2018,6/18/2019
367628,Key,12/24/2018,12/26/2018
242197,Regular,12/24/2018,1/17/2019
365584,Key,12/24/2018,12/28/2018
368274,Key,12/24/2018,12/29/2018
416850,Regular,12/27/2018,12/28/2018
241354,Regular,12/27/2018,12/29/2018
241951,Regular,12/27/2018,12/28/2018
279512,Regular,12/28/2018,12/28/2018
417448,Regular,12/28/2018,12/29/2018
359412,Regular,12/28/2018,12/29/2018
368487,Key,12/31/2018,2/16/2019
178867,Regular,1/2/2019,1/5/2019
180531,Regular,1/3/2019,1/11/2019
367765,Regular,1/3/2019,1/15/2019
228399,Regular,1/4/2019,1/5/2019
183629,Regular,1/5/2019,1/31/2019
279039,Regular,1/5/2019,1/17/2019
182122,Key,1/7/2019,1/10/2019
104208,Key,1/7/2019,2/9/2019
183594,Regular,1/8/2019,1/14/2019
277400,Regular,1/8/2019,1/9/2019
99436,Regular,1/8/2019,2/5/2019
189327,Regular,1/8/2019,1/9/2019
187225,Regular,1/8/2019,1/10/2019
279621,Regular,1/8/2019,1/9/2019
240458,Regular,1/9/2019,1/11/2019
359856,Regular,1/10/2019,1/11/2019
187146,Key,1/10/2019,1/12/2019
179176,Regular,1/11/2019,1/17/2019
278540,Regular,1/11/2019,1/11/2019
278367,Regular,1/12/2019,6/27/2019
355953,Regular,1/12/2019,1/17/2019
238100,Key,1/12/2019,1/19/2019
183707,Regular,1/14/2019,1/16/2019
367429,Regular,1/14/2019,1/21/2019
419538,Key,1/15/2019,1/17/2019
356534,Regular,1/16/2019,1/18/2019
354494,Regular,1/17/2019,1/25/2019
240952,Regular,1/17/2019,1/18/2019
239503,Regular,1/17/2019,1/18/2019
186442,Regular,1/18/2019,2/1/2019
277696,Regular,1/18/2019,1/24/2019
359557,Regular,1/19/2019,1/19/2019
367053,Regular,1/19/2019,1/21/2019
244531,Regular,1/19/2019,1/21/2019
286804,Regular,1/21/2019,1/22/2019
354261,Regular,1/21/2019,1/24/2019
238565,Regular,1/21/2019,1/29/2019
241798,Key,1/21/2019,1/22/2019
368153,Regular,1/21/2019,1/22/2019
277816,Regular,1/21/2019,1/29/2019
186208,Key,1/22/2019,1/26/2019
100360,Regular,1/22/2019,1/24/2019
239209,Key,1/23/2019,6/4/2019
239789,Regular,1/23/2019,1/26/2019
365425,Regular,1/23/2019,1/24/2019
371293,Regular,1/23/2019,1/24/2019
419548,Regular,1/24/2019,1/25/2019
355596,Regular,1/24/2019,1/28/2019
359833,Regular,1/24/2019,2/1/2019
101445,Key,1/24/2019,1/29/2019
277238,Regular,1/24/2019,1/25/2019
358677,Regular,1/24/2019,2/7/2019
419557,Regular,1/25/2019,1/28/2019
369981,Regular,1/25/2019,2/1/2019
366021,Regular,1/25/2019,1/26/2019
371204,Regular,1/25/2019,1/26/2019
419567,Regular,1/25/2019,1/25/2019
242153,Regular,1/25/2019,1/28/2019
240875,Regular,1/26/2019,1/28/2019
355745,Regular,1/26/2019,2/2/2019
238832,Regular,1/26/2019,1/31/2019
228561,Regular,1/28/2019,1/31/2019
242083,Regular,1/28/2019,1/28/2019
277815,Regular,1/28/2019,1/29/2019
183482,Regular,1/28/2019,1/30/2019
243223,Regular,1/28/2019,1/31/2019
419573,Regular,1/28/2019,2/9/2019
179848,Regular,1/28/2019,1/30/2019
419566,Regular,1/28/2019,1/28/2019
241307,Regular,1/29/2019,1/30/2019
366263,Regular,1/29/2019,1/29/2019
241895,Regular,1/29/2019,1/31/2019
186536,Regular,1/29/2019,2/5/2019
238653,Regular,1/29/2019,1/30/2019
100111,Regular,1/30/2019,1/31/2019
354327,Regular,1/30/2019,1/31/2019
354378,Regular,1/30/2019,2/1/2019
367948,Key,1/31/2019,2/1/2019
